Navn;Stasjon;Tid(norsk normaltid);Lufttemperatur
Kjevik;SN39040;06.01.2023 19:20;Kjevik;32.00F
Kjevik;SN39040;06.01.2023 19:50;Kjevik;32.00F
Kjevik;SN39040;06.01.2023 20:20;Kjevik;32.00F
Kjevik;SN39040;06.01.2023 20:50;Kjevik;32.00F
Kjevik;SN39040;06.01.2023 21:20;Kjevik;32.00F
Kjevik;SN39040;06.01.2023 21:50;Kjevik;32.00F
Kjevik;SN39040;06.01.2023 22:20;Kjevik;32.00F
Kjevik;SN39040;06.01.2023 22:50;Kjevik;32.00F
Kjevik;SN39040;06.01.2023 23:20;Kjevik;32.00F
Kjevik;SN39040;06.01.2023 23:50;Kjevik;32.00F
Kjevik;SN39040;07.01.2023 00:20;Kjevik;32.00F
Kjevik;SN39040;07.01.2023 00:50;Kjevik;32.00F
Kjevik;SN39040;07.01.2023 01:20;Kjevik;32.00F
Kjevik;SN39040;07.01.2023 01:50;Kjevik;32.00F
Kjevik;SN39040;07.01.2023 02:20;Kjevik;32.00F
Kjevik;SN39040;07.01.2023 02:50;Kjevik;32.00F
Kjevik;SN39040;07.01.2023 03:20;Kjevik;32.00F
Kjevik;SN39040;07.01.2023 03:50;Kjevik;32.00F
Kjevik;SN39040;07.01.2023 04:20;Kjevik;32.00F
Kjevik;SN39040;07.01.2023 04:50;Kjevik;32.00F
Kjevik;SN39040;07.01.2023 05:20;Kjevik;32.00F
Kjevik;SN39040;07.01.2023 05:50;Kjevik;32.00F
Kjevik;SN39040;07.01.2023 06:20;Kjevik;32.00F
Kjevik;SN39040;07.01.2023 06:50;Kjevik;32.00F
Kjevik;SN39040;07.01.2023 07:20;Kjevik;32.00F
Kjevik;SN39040;07.01.2023 07:50;Kjevik;33.80F
Kjevik;SN39040;07.01.2023 08:20;Kjevik;33.80F
Kjevik;SN39040;07.01.2023 08:50;Kjevik;33.80F
Kjevik;SN39040;07.01.2023 09:20;Kjevik;33.80F
Kjevik;SN39040;07.01.2023 09:50;Kjevik;33.80F
Kjevik;SN39040;07.01.2023 10:20;Kjevik;33.80F
Kjevik;SN39040;07.01.2023 10:50;Kjevik;33.80F
Kjevik;SN39040;07.01.2023 11:20;Kjevik;35.60F
Kjevik;SN39040;07.01.2023 11:50;Kjevik;35.60F
Kjevik;SN39040;07.01.2023 12:20;Kjevik;35.60F
Kjevik;SN39040;07.01.2023 12:50;Kjevik;37.40F
Kjevik;SN39040;07.01.2023 13:20;Kjevik;35.60F
Kjevik;SN39040;07.01.2023 13:50;Kjevik;35.60F
Kjevik;SN39040;07.01.2023 14:20;Kjevik;37.40F
Kjevik;SN39040;07.01.2023 14:50;Kjevik;37.40F
Kjevik;SN39040;07.01.2023 15:20;Kjevik;35.60F
Kjevik;SN39040;07.01.2023 15:50;Kjevik;35.60F
Kjevik;SN39040;07.01.2023 16:20;Kjevik;35.60F
Kjevik;SN39040;07.01.2023 16:50;Kjevik;35.60F
Kjevik;SN39040;07.01.2023 17:20;Kjevik;37.40F
Kjevik;SN39040;07.01.2023 17:50;Kjevik;44.60F
Kjevik;SN39040;07.01.2023 18:20;Kjevik;46.40F
Kjevik;SN39040;07.01.2023 18:50;Kjevik;46.40F
Kjevik;SN39040;07.01.2023 19:20;Kjevik;46.40F
Kjevik;SN39040;07.01.2023 19:50;Kjevik;46.40F
Kjevik;SN39040;07.01.2023 20:20;Kjevik;46.40F
Kjevik;SN39040;07.01.2023 20:50;Kjevik;46.40F
Kjevik;SN39040;07.01.2023 21:20;Kjevik;46.40F
Kjevik;SN39040;07.01.2023 21:50;Kjevik;46.40F
Kjevik;SN39040;07.01.2023 22:20;Kjevik;46.40F
Kjevik;SN39040;07.01.2023 22:50;Kjevik;46.40F
Kjevik;SN39040;07.01.2023 23:50;Kjevik;44.60F
Kjevik;SN39040;08.01.2023 00:20;Kjevik;44.60F
Kjevik;SN39040;08.01.2023 01:20;Kjevik;44.60F
Kjevik;SN39040;08.01.2023 01:50;Kjevik;44.60F
Kjevik;SN39040;08.01.2023 02:20;Kjevik;44.60F
Kjevik;SN39040;08.01.2023 02:50;Kjevik;44.60F
Kjevik;SN39040;08.01.2023 03:20;Kjevik;44.60F
Kjevik;SN39040;08.01.2023 03:50;Kjevik;44.60F
Kjevik;SN39040;08.01.2023 04:20;Kjevik;44.60F
Kjevik;SN39040;08.01.2023 04:50;Kjevik;46.40F
Kjevik;SN39040;08.01.2023 05:20;Kjevik;46.40F
Kjevik;SN39040;08.01.2023 05:50;Kjevik;44.60F
Kjevik;SN39040;08.01.2023 06:20;Kjevik;44.60F
Kjevik;SN39040;08.01.2023 06:50;Kjevik;44.60F
Kjevik;SN39040;08.01.2023 07:20;Kjevik;44.60F
Kjevik;SN39040;08.01.2023 07:50;Kjevik;44.60F
Kjevik;SN39040;08.01.2023 08:20;Kjevik;44.60F
Kjevik;SN39040;08.01.2023 08:50;Kjevik;44.60F
Kjevik;SN39040;08.01.2023 09:20;Kjevik;44.60F
Kjevik;SN39040;08.01.2023 09:50;Kjevik;44.60F
Kjevik;SN39040;08.01.2023 10:20;Kjevik;42.80F
Kjevik;SN39040;08.01.2023 10:50;Kjevik;42.80F
Kjevik;SN39040;08.01.2023 11:20;Kjevik;44.60F
Kjevik;SN39040;08.01.2023 11:50;Kjevik;44.60F
Kjevik;SN39040;08.01.2023 12:20;Kjevik;42.80F
Kjevik;SN39040;08.01.2023 12:50;Kjevik;42.80F
Kjevik;SN39040;08.01.2023 13:20;Kjevik;42.80F
Kjevik;SN39040;08.01.2023 14:20;Kjevik;44.60F
Kjevik;SN39040;08.01.2023 14:50;Kjevik;44.60F
Kjevik;SN39040;08.01.2023 15:20;Kjevik;42.80F
Kjevik;SN39040;08.01.2023 16:20;Kjevik;42.80F
Kjevik;SN39040;08.01.2023 16:50;Kjevik;42.80F
Kjevik;SN39040;08.01.2023 17:20;Kjevik;42.80F
Kjevik;SN39040;08.01.2023 18:20;Kjevik;42.80F
Kjevik;SN39040;08.01.2023 18:50;Kjevik;42.80F
Kjevik;SN39040;08.01.2023 19:20;Kjevik;42.80F
Kjevik;SN39040;08.01.2023 20:20;Kjevik;44.60F
Kjevik;SN39040;08.01.2023 20:50;Kjevik;44.60F
Kjevik;SN39040;08.01.2023 21:20;Kjevik;44.60F
Kjevik;SN39040;08.01.2023 21:50;Kjevik;44.60F
Kjevik;SN39040;08.01.2023 22:20;Kjevik;44.60F
Kjevik;SN39040;08.01.2023 22:50;Kjevik;44.60F
Kjevik;SN39040;08.01.2023 23:20;Kjevik;42.80F
Kjevik;SN39040;08.01.2023 23:50;Kjevik;42.80F
Kjevik;SN39040;09.01.2023 00:20;Kjevik;42.80F
Kjevik;SN39040;09.01.2023 00:50;Kjevik;44.60F
Kjevik;SN39040;09.01.2023 01:20;Kjevik;44.60F
Kjevik;SN39040;09.01.2023 01:50;Kjevik;44.60F
Kjevik;SN39040;09.01.2023 02:20;Kjevik;44.60F
Kjevik;SN39040;09.01.2023 02:50;Kjevik;44.60F
Kjevik;SN39040;09.01.2023 03:20;Kjevik;44.60F
Kjevik;SN39040;09.01.2023 03:50;Kjevik;44.60F
Kjevik;SN39040;09.01.2023 04:20;Kjevik;44.60F
Kjevik;SN39040;09.01.2023 04:50;Kjevik;44.60F
Kjevik;SN39040;09.01.2023 05:20;Kjevik;42.80F
Kjevik;SN39040;09.01.2023 05:50;Kjevik;42.80F
Kjevik;SN39040;09.01.2023 06:20;Kjevik;42.80F
Kjevik;SN39040;09.01.2023 06:50;Kjevik;42.80F
Kjevik;SN39040;09.01.2023 07:20;Kjevik;42.80F
Kjevik;SN39040;09.01.2023 07:50;Kjevik;42.80F
Kjevik;SN39040;09.01.2023 08:20;Kjevik;42.80F
Kjevik;SN39040;09.01.2023 08:50;Kjevik;42.80F
Kjevik;SN39040;09.01.2023 09:20;Kjevik;42.80F
Kjevik;SN39040;09.01.2023 09:50;Kjevik;42.80F
Kjevik;SN39040;09.01.2023 10:20;Kjevik;42.80F
Kjevik;SN39040;09.01.2023 10:50;Kjevik;42.80F
Kjevik;SN39040;09.01.2023 11:20;Kjevik;42.80F
Kjevik;SN39040;09.01.2023 11:50;Kjevik;42.80F
Kjevik;SN39040;09.01.2023 12:20;Kjevik;42.80F
Kjevik;SN39040;09.01.2023 12:50;Kjevik;42.80F
Kjevik;SN39040;09.01.2023 13:20;Kjevik;41.00F
Kjevik;SN39040;09.01.2023 13:50;Kjevik;41.00F
Kjevik;SN39040;09.01.2023 14:20;Kjevik;41.00F
Kjevik;SN39040;09.01.2023 14:50;Kjevik;41.00F
Kjevik;SN39040;09.01.2023 15:20;Kjevik;42.80F
Kjevik;SN39040;09.01.2023 15:50;Kjevik;41.00F
Kjevik;SN39040;09.01.2023 16:20;Kjevik;41.00F
Kjevik;SN39040;09.01.2023 16:50;Kjevik;41.00F
Kjevik;SN39040;09.01.2023 17:20;Kjevik;39.20F
Kjevik;SN39040;09.01.2023 17:50;Kjevik;39.20F
Kjevik;SN39040;09.01.2023 18:20;Kjevik;39.20F
Kjevik;SN39040;09.01.2023 18:50;Kjevik;39.20F
Kjevik;SN39040;09.01.2023 19:20;Kjevik;37.40F
Kjevik;SN39040;09.01.2023 19:50;Kjevik;39.20F
Kjevik;SN39040;09.01.2023 20:20;Kjevik;37.40F
Kjevik;SN39040;09.01.2023 20:50;Kjevik;37.40F
Kjevik;SN39040;09.01.2023 21:20;Kjevik;37.40F
Kjevik;SN39040;09.01.2023 21:50;Kjevik;35.60F
Kjevik;SN39040;09.01.2023 22:20;Kjevik;35.60F
Kjevik;SN39040;09.01.2023 22:50;Kjevik;35.60F
Kjevik;SN39040;09.01.2023 23:20;Kjevik;33.80F
Kjevik;SN39040;09.01.2023 23:50;Kjevik;32.00F
Kjevik;SN39040;10.01.2023 00:20;Kjevik;32.00F
Kjevik;SN39040;10.01.2023 00:50;Kjevik;30.20F
Kjevik;SN39040;10.01.2023 01:20;Kjevik;30.20F
Kjevik;SN39040;10.01.2023 01:50;Kjevik;30.20F
Kjevik;SN39040;10.01.2023 02:20;Kjevik;30.20F
Kjevik;SN39040;10.01.2023 02:50;Kjevik;30.20F
Kjevik;SN39040;10.01.2023 03:20;Kjevik;30.20F
Kjevik;SN39040;10.01.2023 03:50;Kjevik;30.20F
Kjevik;SN39040;10.01.2023 04:20;Kjevik;28.40F
Kjevik;SN39040;10.01.2023 04:50;Kjevik;30.20F
Kjevik;SN39040;10.01.2023 05:20;Kjevik;30.20F
Kjevik;SN39040;10.01.2023 05:50;Kjevik;30.20F
Kjevik;SN39040;10.01.2023 06:20;Kjevik;30.20F
Kjevik;SN39040;10.01.2023 06:50;Kjevik;30.20F
Kjevik;SN39040;10.01.2023 07:20;Kjevik;32.00F
Kjevik;SN39040;10.01.2023 07:50;Kjevik;30.20F
Kjevik;SN39040;10.01.2023 08:20;Kjevik;32.00F
Kjevik;SN39040;10.01.2023 08:50;Kjevik;32.00F
Kjevik;SN39040;10.01.2023 09:20;Kjevik;32.00F
Kjevik;SN39040;10.01.2023 09:50;Kjevik;32.00F
Kjevik;SN39040;10.01.2023 10:20;Kjevik;32.00F
Kjevik;SN39040;10.01.2023 10:50;Kjevik;32.00F
Kjevik;SN39040;10.01.2023 11:20;Kjevik;33.80F
Kjevik;SN39040;10.01.2023 11:50;Kjevik;33.80F
Kjevik;SN39040;10.01.2023 12:20;Kjevik;33.80F
Kjevik;SN39040;10.01.2023 12:50;Kjevik;35.60F
Kjevik;SN39040;10.01.2023 13:20;Kjevik;37.40F
Kjevik;SN39040;10.01.2023 13:50;Kjevik;37.40F
Kjevik;SN39040;10.01.2023 14:20;Kjevik;39.20F
Kjevik;SN39040;10.01.2023 14:50;Kjevik;39.20F
Kjevik;SN39040;10.01.2023 15:20;Kjevik;39.20F
Kjevik;SN39040;10.01.2023 15:50;Kjevik;41.00F
Kjevik;SN39040;10.01.2023 16:20;Kjevik;41.00F
Kjevik;SN39040;10.01.2023 16:50;Kjevik;41.00F
Kjevik;SN39040;10.01.2023 17:20;Kjevik;41.00F
Kjevik;SN39040;10.01.2023 17:50;Kjevik;41.00F
Kjevik;SN39040;10.01.2023 18:20;Kjevik;41.00F
Kjevik;SN39040;10.01.2023 18:50;Kjevik;41.00F
Kjevik;SN39040;10.01.2023 19:20;Kjevik;42.80F
Kjevik;SN39040;10.01.2023 19:50;Kjevik;42.80F
Kjevik;SN39040;10.01.2023 20:20;Kjevik;42.80F
Kjevik;SN39040;10.01.2023 20:50;Kjevik;42.80F
Kjevik;SN39040;10.01.2023 21:20;Kjevik;42.80F
Kjevik;SN39040;10.01.2023 21:50;Kjevik;42.80F
Kjevik;SN39040;10.01.2023 22:20;Kjevik;42.80F
Kjevik;SN39040;10.01.2023 23:20;Kjevik;42.80F
Kjevik;SN39040;10.01.2023 23:50;Kjevik;42.80F
Kjevik;SN39040;11.01.2023 00:50;Kjevik;41.00F
Kjevik;SN39040;11.01.2023 01:50;Kjevik;41.00F
Kjevik;SN39040;11.01.2023 02:20;Kjevik;41.00F
Kjevik;SN39040;11.01.2023 02:50;Kjevik;42.80F
Kjevik;SN39040;11.01.2023 03:20;Kjevik;42.80F
Kjevik;SN39040;11.01.2023 03:50;Kjevik;44.60F
Kjevik;SN39040;11.01.2023 05:20;Kjevik;46.40F
Kjevik;SN39040;11.01.2023 05:50;Kjevik;46.40F
Kjevik;SN39040;11.01.2023 06:20;Kjevik;46.40F
Kjevik;SN39040;11.01.2023 06:50;Kjevik;46.40F
Kjevik;SN39040;11.01.2023 07:20;Kjevik;46.40F
Kjevik;SN39040;11.01.2023 07:50;Kjevik;46.40F
Kjevik;SN39040;11.01.2023 08:20;Kjevik;44.60F
Kjevik;SN39040;11.01.2023 08:50;Kjevik;44.60F
Kjevik;SN39040;11.01.2023 09:20;Kjevik;44.60F
Kjevik;SN39040;11.01.2023 09:50;Kjevik;44.60F
Kjevik;SN39040;11.01.2023 10:20;Kjevik;44.60F
Kjevik;SN39040;11.01.2023 10:50;Kjevik;44.60F
Kjevik;SN39040;11.01.2023 11:20;Kjevik;44.60F
Kjevik;SN39040;11.01.2023 11:50;Kjevik;44.60F
Kjevik;SN39040;11.01.2023 12:20;Kjevik;46.40F
Kjevik;SN39040;11.01.2023 12:50;Kjevik;46.40F
Kjevik;SN39040;11.01.2023 13:20;Kjevik;46.40F
Kjevik;SN39040;11.01.2023 13:50;Kjevik;44.60F
Kjevik;SN39040;11.01.2023 14:20;Kjevik;44.60F
Kjevik;SN39040;11.01.2023 14:50;Kjevik;44.60F
Kjevik;SN39040;11.01.2023 15:20;Kjevik;42.80F
Kjevik;SN39040;11.01.2023 15:50;Kjevik;42.80F
Kjevik;SN39040;11.01.2023 16:20;Kjevik;42.80F
Kjevik;SN39040;11.01.2023 16:50;Kjevik;44.60F
Kjevik;SN39040;11.01.2023 17:20;Kjevik;42.80F
Kjevik;SN39040;11.01.2023 17:50;Kjevik;42.80F
Kjevik;SN39040;11.01.2023 18:20;Kjevik;42.80F
Kjevik;SN39040;11.01.2023 18:50;Kjevik;42.80F
Kjevik;SN39040;11.01.2023 19:20;Kjevik;41.00F
Kjevik;SN39040;11.01.2023 19:50;Kjevik;42.80F
Kjevik;SN39040;11.01.2023 20:20;Kjevik;42.80F
Kjevik;SN39040;11.01.2023 20:50;Kjevik;41.00F
Kjevik;SN39040;11.01.2023 21:20;Kjevik;41.00F
Kjevik;SN39040;11.01.2023 21:50;Kjevik;39.20F
Kjevik;SN39040;11.01.2023 22:20;Kjevik;39.20F
Kjevik;SN39040;11.01.2023 23:20;Kjevik;39.20F
Kjevik;SN39040;12.01.2023 00:20;Kjevik;41.00F
Kjevik;SN39040;12.01.2023 01:20;Kjevik;41.00F
Kjevik;SN39040;12.01.2023 02:20;Kjevik;39.20F
Kjevik;SN39040;12.01.2023 02:50;Kjevik;39.20F
Kjevik;SN39040;12.01.2023 03:20;Kjevik;37.40F
Kjevik;SN39040;12.01.2023 03:50;Kjevik;33.80F
Kjevik;SN39040;12.01.2023 04:20;Kjevik;32.00F
Kjevik;SN39040;12.01.2023 04:50;Kjevik;32.00F
Kjevik;SN39040;12.01.2023 05:20;Kjevik;32.00F
Kjevik;SN39040;12.01.2023 05:50;Kjevik;30.20F
Kjevik;SN39040;12.01.2023 06:20;Kjevik;30.20F
Kjevik;SN39040;12.01.2023 06:50;Kjevik;32.00F
Kjevik;SN39040;12.01.2023 07:20;Kjevik;32.00F
Kjevik;SN39040;12.01.2023 07:50;Kjevik;32.00F
Kjevik;SN39040;12.01.2023 08:20;Kjevik;32.00F
Kjevik;SN39040;12.01.2023 08:50;Kjevik;33.80F
Kjevik;SN39040;12.01.2023 09:20;Kjevik;33.80F
Kjevik;SN39040;12.01.2023 09:50;Kjevik;33.80F
Kjevik;SN39040;12.01.2023 10:20;Kjevik;35.60F
Kjevik;SN39040;12.01.2023 10:50;Kjevik;37.40F
Kjevik;SN39040;12.01.2023 11:20;Kjevik;39.20F
Kjevik;SN39040;12.01.2023 11:50;Kjevik;39.20F
Kjevik;SN39040;12.01.2023 12:20;Kjevik;41.00F
Kjevik;SN39040;12.01.2023 12:50;Kjevik;42.80F
Kjevik;SN39040;12.01.2023 13:20;Kjevik;41.00F
Kjevik;SN39040;12.01.2023 13:50;Kjevik;42.80F
Kjevik;SN39040;12.01.2023 14:20;Kjevik;41.00F
Kjevik;SN39040;12.01.2023 14:50;Kjevik;41.00F
Kjevik;SN39040;12.01.2023 15:20;Kjevik;41.00F
Kjevik;SN39040;12.01.2023 15:50;Kjevik;41.00F
Kjevik;SN39040;12.01.2023 16:20;Kjevik;41.00F
Kjevik;SN39040;12.01.2023 16:50;Kjevik;41.00F
Kjevik;SN39040;12.01.2023 17:20;Kjevik;41.00F
Kjevik;SN39040;12.01.2023 17:50;Kjevik;39.20F
Kjevik;SN39040;12.01.2023 18:20;Kjevik;39.20F
Kjevik;SN39040;12.01.2023 18:50;Kjevik;39.20F
Kjevik;SN39040;12.01.2023 19:20;Kjevik;39.20F
Kjevik;SN39040;12.01.2023 19:50;Kjevik;37.40F
Kjevik;SN39040;12.01.2023 20:20;Kjevik;37.40F
Kjevik;SN39040;12.01.2023 20:50;Kjevik;37.40F
Kjevik;SN39040;12.01.2023 21:20;Kjevik;37.40F
Kjevik;SN39040;12.01.2023 21:50;Kjevik;37.40F
Kjevik;SN39040;12.01.2023 22:20;Kjevik;37.40F
Kjevik;SN39040;12.01.2023 23:50;Kjevik;42.80F
Kjevik;SN39040;13.01.2023 01:20;Kjevik;42.80F
Kjevik;SN39040;13.01.2023 02:20;Kjevik;42.80F
Kjevik;SN39040;13.01.2023 02:50;Kjevik;42.80F
Kjevik;SN39040;13.01.2023 05:50;Kjevik;41.00F
Kjevik;SN39040;13.01.2023 06:20;Kjevik;41.00F
Kjevik;SN39040;13.01.2023 06:50;Kjevik;41.00F
Kjevik;SN39040;13.01.2023 07:20;Kjevik;41.00F
Kjevik;SN39040;13.01.2023 07:50;Kjevik;41.00F
Kjevik;SN39040;13.01.2023 08:20;Kjevik;42.80F
Kjevik;SN39040;13.01.2023 08:50;Kjevik;42.80F
Kjevik;SN39040;13.01.2023 09:20;Kjevik;42.80F
Kjevik;SN39040;13.01.2023 09:50;Kjevik;42.80F
Kjevik;SN39040;13.01.2023 10:20;Kjevik;42.80F
Kjevik;SN39040;13.01.2023 10:50;Kjevik;42.80F
Kjevik;SN39040;13.01.2023 11:20;Kjevik;42.80F
Kjevik;SN39040;13.01.2023 11:50;Kjevik;42.80F
Kjevik;SN39040;13.01.2023 12:20;Kjevik;44.60F
Kjevik;SN39040;13.01.2023 12:50;Kjevik;42.80F
Kjevik;SN39040;13.01.2023 13:20;Kjevik;42.80F
Kjevik;SN39040;13.01.2023 13:50;Kjevik;42.80F
Kjevik;SN39040;13.01.2023 14:20;Kjevik;42.80F
Kjevik;SN39040;13.01.2023 14:50;Kjevik;42.80F
Kjevik;SN39040;13.01.2023 15:20;Kjevik;42.80F
Kjevik;SN39040;13.01.2023 15:50;Kjevik;42.80F
Kjevik;SN39040;13.01.2023 16:20;Kjevik;41.00F
Kjevik;SN39040;13.01.2023 16:50;Kjevik;42.80F
Kjevik;SN39040;13.01.2023 17:20;Kjevik;41.00F
Kjevik;SN39040;13.01.2023 17:50;Kjevik;41.00F
Kjevik;SN39040;13.01.2023 18:20;Kjevik;39.20F
Kjevik;SN39040;13.01.2023 18:50;Kjevik;39.20F
Kjevik;SN39040;13.01.2023 19:20;Kjevik;39.20F
Kjevik;SN39040;13.01.2023 19:50;Kjevik;37.40F
Kjevik;SN39040;13.01.2023 20:20;Kjevik;35.60F
Kjevik;SN39040;13.01.2023 20:50;Kjevik;35.60F
Kjevik;SN39040;13.01.2023 21:20;Kjevik;35.60F
Kjevik;SN39040;13.01.2023 21:50;Kjevik;33.80F
Kjevik;SN39040;13.01.2023 22:20;Kjevik;32.00F
Kjevik;SN39040;13.01.2023 22:50;Kjevik;30.20F
Kjevik;SN39040;13.01.2023 23:20;Kjevik;30.20F
Kjevik;SN39040;13.01.2023 23:50;Kjevik;30.20F
Kjevik;SN39040;14.01.2023 00:20;Kjevik;28.40F
Kjevik;SN39040;14.01.2023 00:50;Kjevik;28.40F
Kjevik;SN39040;14.01.2023 01:20;Kjevik;28.40F
Kjevik;SN39040;14.01.2023 01:50;Kjevik;32.00F
Kjevik;SN39040;14.01.2023 02:20;Kjevik;30.20F
Kjevik;SN39040;14.01.2023 02:50;Kjevik;32.00F
Kjevik;SN39040;14.01.2023 03:20;Kjevik;33.80F
Kjevik;SN39040;14.01.2023 03:50;Kjevik;30.20F
Kjevik;SN39040;14.01.2023 04:20;Kjevik;28.40F
Kjevik;SN39040;14.01.2023 04:50;Kjevik;28.40F
Kjevik;SN39040;14.01.2023 05:20;Kjevik;30.20F
Kjevik;SN39040;14.01.2023 05:50;Kjevik;30.20F
Kjevik;SN39040;14.01.2023 06:20;Kjevik;30.20F
Kjevik;SN39040;14.01.2023 06:50;Kjevik;26.60F
Kjevik;SN39040;14.01.2023 07:20;Kjevik;26.60F
Kjevik;SN39040;14.01.2023 07:50;Kjevik;30.20F
Kjevik;SN39040;14.01.2023 08:20;Kjevik;28.40F
Kjevik;SN39040;14.01.2023 08:50;Kjevik;26.60F
Kjevik;SN39040;14.01.2023 09:20;Kjevik;28.40F
Kjevik;SN39040;14.01.2023 09:50;Kjevik;26.60F
Kjevik;SN39040;14.01.2023 10:20;Kjevik;28.40F
Kjevik;SN39040;14.01.2023 10:50;Kjevik;28.40F
Kjevik;SN39040;14.01.2023 11:20;Kjevik;32.00F
Kjevik;SN39040;14.01.2023 11:50;Kjevik;32.00F
Kjevik;SN39040;14.01.2023 12:20;Kjevik;32.00F
Kjevik;SN39040;14.01.2023 12:50;Kjevik;32.00F
Kjevik;SN39040;14.01.2023 13:20;Kjevik;32.00F
Kjevik;SN39040;14.01.2023 13:50;Kjevik;32.00F
Kjevik;SN39040;14.01.2023 14:20;Kjevik;33.80F
Kjevik;SN39040;14.01.2023 14:50;Kjevik;33.80F
Kjevik;SN39040;14.01.2023 15:20;Kjevik;33.80F
Kjevik;SN39040;14.01.2023 15:50;Kjevik;35.60F
Kjevik;SN39040;14.01.2023 16:20;Kjevik;35.60F
Kjevik;SN39040;14.01.2023 16:50;Kjevik;35.60F
Kjevik;SN39040;14.01.2023 17:20;Kjevik;39.20F
Kjevik;SN39040;14.01.2023 17:50;Kjevik;39.20F
Kjevik;SN39040;14.01.2023 18:20;Kjevik;39.20F
Kjevik;SN39040;14.01.2023 18:50;Kjevik;39.20F
Kjevik;SN39040;14.01.2023 19:20;Kjevik;39.20F
Kjevik;SN39040;14.01.2023 19:50;Kjevik;39.20F
Kjevik;SN39040;14.01.2023 20:20;Kjevik;39.20F
Kjevik;SN39040;14.01.2023 20:50;Kjevik;39.20F
Kjevik;SN39040;14.01.2023 21:20;Kjevik;37.40F
Kjevik;SN39040;14.01.2023 21:50;Kjevik;39.20F
Kjevik;SN39040;14.01.2023 22:20;Kjevik;41.00F
Kjevik;SN39040;15.01.2023 00:20;Kjevik;39.20F
Kjevik;SN39040;15.01.2023 00:50;Kjevik;39.20F
Kjevik;SN39040;15.01.2023 01:50;Kjevik;35.60F
Kjevik;SN39040;15.01.2023 02:20;Kjevik;37.40F
Kjevik;SN39040;15.01.2023 02:50;Kjevik;35.60F
Kjevik;SN39040;15.01.2023 05:20;Kjevik;41.00F
Kjevik;SN39040;15.01.2023 05:50;Kjevik;41.00F
Kjevik;SN39040;15.01.2023 06:20;Kjevik;41.00F
Kjevik;SN39040;15.01.2023 06:50;Kjevik;41.00F
Kjevik;SN39040;15.01.2023 07:20;Kjevik;41.00F
Kjevik;SN39040;15.01.2023 07:50;Kjevik;41.00F
Kjevik;SN39040;15.01.2023 08:20;Kjevik;39.20F
Kjevik;SN39040;15.01.2023 08:50;Kjevik;41.00F
Kjevik;SN39040;15.01.2023 09:20;Kjevik;41.00F
Kjevik;SN39040;15.01.2023 09:50;Kjevik;39.20F
Kjevik;SN39040;15.01.2023 10:20;Kjevik;41.00F
Kjevik;SN39040;15.01.2023 10:50;Kjevik;39.20F
Kjevik;SN39040;15.01.2023 11:20;Kjevik;39.20F
Kjevik;SN39040;15.01.2023 11:50;Kjevik;41.00F
Kjevik;SN39040;15.01.2023 12:20;Kjevik;41.00F
Kjevik;SN39040;15.01.2023 12:50;Kjevik;41.00F
Kjevik;SN39040;15.01.2023 13:20;Kjevik;41.00F
Kjevik;SN39040;15.01.2023 13:50;Kjevik;41.00F
Kjevik;SN39040;15.01.2023 14:20;Kjevik;39.20F
Kjevik;SN39040;15.01.2023 14:50;Kjevik;39.20F
Kjevik;SN39040;15.01.2023 15:20;Kjevik;39.20F
Kjevik;SN39040;15.01.2023 15:50;Kjevik;37.40F
Kjevik;SN39040;15.01.2023 16:20;Kjevik;35.60F
Kjevik;SN39040;15.01.2023 16:50;Kjevik;37.40F
Kjevik;SN39040;15.01.2023 17:20;Kjevik;35.60F
Kjevik;SN39040;15.01.2023 17:50;Kjevik;35.60F
Kjevik;SN39040;15.01.2023 18:20;Kjevik;35.60F
Kjevik;SN39040;15.01.2023 18:50;Kjevik;33.80F
Kjevik;SN39040;15.01.2023 19:20;Kjevik;35.60F
Kjevik;SN39040;15.01.2023 19:50;Kjevik;37.40F
Kjevik;SN39040;15.01.2023 20:20;Kjevik;39.20F
Kjevik;SN39040;15.01.2023 20:50;Kjevik;39.20F
Kjevik;SN39040;15.01.2023 21:20;Kjevik;37.40F
Kjevik;SN39040;15.01.2023 21:50;Kjevik;37.40F
Kjevik;SN39040;15.01.2023 22:20;Kjevik;37.40F
Kjevik;SN39040;15.01.2023 22:50;Kjevik;37.40F
Kjevik;SN39040;15.01.2023 23:20;Kjevik;39.20F
Kjevik;SN39040;15.01.2023 23:50;Kjevik;39.20F
Kjevik;SN39040;16.01.2023 00:20;Kjevik;39.20F
Kjevik;SN39040;16.01.2023 00:50;Kjevik;39.20F
Kjevik;SN39040;16.01.2023 01:20;Kjevik;37.40F
Kjevik;SN39040;16.01.2023 01:50;Kjevik;37.40F
Kjevik;SN39040;16.01.2023 02:20;Kjevik;37.40F
Kjevik;SN39040;16.01.2023 02:50;Kjevik;37.40F
Kjevik;SN39040;16.01.2023 03:20;Kjevik;35.60F
Kjevik;SN39040;16.01.2023 03:50;Kjevik;32.00F
Kjevik;SN39040;16.01.2023 04:20;Kjevik;32.00F
Kjevik;SN39040;16.01.2023 04:50;Kjevik;33.80F
Kjevik;SN39040;16.01.2023 05:20;Kjevik;32.00F
Kjevik;SN39040;16.01.2023 05:50;Kjevik;32.00F
Kjevik;SN39040;16.01.2023 06:20;Kjevik;28.40F
Kjevik;SN39040;16.01.2023 06:50;Kjevik;28.40F
